,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk,age_binned,tenure_binned,salary_binned,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,PrevCountryLat,PrevCountryLon,Previous Region,Previous Functional Area_new,Previous Job Level_new,Previous Career Path_new,Previous Performance Rating_new,Previous Region_new
17399,27998,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,3 - Senior,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,3 - Senior,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,2,1,2,0
17400,27999,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,3 - Senior,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,3 - Senior,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,2,1,2,0
17401,28000,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,3,2,3,0
17402,28001,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Demotion,Yes,1,1,4,R&D,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,22.351115,78.667743,APJ,2,4,2,2,0
17403,28002,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Internal IT,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,France,46.603353999999996,1.888334,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,2,3,1,3,2
17404,28003,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,France,46.603353999999996,1.888334,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,3 - Senior,Functional,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,2,2,1,3,2
17405,28004,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,3 - Senior,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,3,2,1,2,0
17406,28005,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,3,1,1,2,0
17407,28006,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17408,28007,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,2 - Specialist,Functional,4 - Exceeds Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,30.876027,35.00152,EMEA,2,1,1,3,2
17409,28008,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17410,28009,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17411,28010,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,1 - Associate,Functional,4 - Exceeds Expectations,APJ,China,35.000074,104.999927,No,Yes,1 - Increasing,Cross-Functional Move,Demotion,Yes,1,1,4,Service,2 - Specialist,Functional,3 - Meets Expectations,35.000074,104.999927,APJ,4,1,1,2,0
17412,28011,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17413,28012,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Sales,3 - Senior,Functional,3 - Meets Expectations,EMEA,UK,54.702355000000004,-3.276575,No,Yes,2 - Constant,Cross-Functional Move,Demotion,Yes,1,1,4,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,54.702355000000004,-3.276575,EMEA,4,3,1,2,2
17414,28013,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17415,28014,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,1,1,3,0
17416,28015,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17417,28016,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,4 - Expert / Manager,Project / Management,3 - Meets Expectations,APJ,South Korea,37.5326,127.024612,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,37.5326,127.024612,APJ,3,3,2,2,0
17418,28017,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,3 - Senior,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,3 - Senior,Functional,5 - Consistently Exceeds Expectations,22.351115,78.667743,APJ,2,2,1,4,0
17419,28018,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,0 - No performance Measurement,APJ,India,22.351115,78.667743,No,No,0 - Not available,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17420,28019,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,1,1,3,0
17421,28020,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,1,1,3,0
17422,28021,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,1 - Associate,Functional,1 - Does Not Meet Expectations,EMEA,Ireland,52.865196,-7.97946,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,Sales,1 - Associate,Functional,2 - Partially Meets Expectations,52.865196,-7.97946,EMEA,3,0,1,1,2
17423,28022,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17424,28023,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Russia,64.686314,97.745306,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,64.686314,97.745306,EMEA,2,1,1,3,2
17425,28024,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17426,28025,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,China,35.000074,104.999927,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,35.000074,104.999927,APJ,2,1,1,2,0
17427,28026,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,3 - Senior,Functional,2 - Partially Meets Expectations,APJ,Philippines,12.750349,122.73121,No,No,3 - Decreasing,Cross-Functional Move,Demotion,Yes,1,1,4,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,12.750349,122.73121,APJ,4,3,2,2,0
17428,28027,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Sales,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Service,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,4,1,1,2,0
17429,28028,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,37.5326,127.024612,APJ,2,1,1,3,0
17430,28029,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,22.351115,78.667743,APJ,2,1,1,4,0
17431,28030,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,5,1,1,2,0
17432,28031,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,2 - Partially Meets Expectations,APJ,China,35.000074,104.999927,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,Service,2 - Specialist,Functional,3 - Meets Expectations,35.000074,104.999927,APJ,4,1,1,2,0
17433,28032,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17434,28033,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,Japan,36.574844,139.239418,No,No,3 - Decreasing,Cross-Functional Move,Demotion,Yes,1,1,4,Marketing,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,36.574844,139.239418,APJ,1,4,2,3,0
17435,28034,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Ireland,52.865196,-7.97946,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,37.5326,127.024612,APJ,5,1,1,4,0
17436,28035,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,1 - Associate,Functional,3 - Meets Expectations,APJ,Japan,36.574844,139.239418,No,No,3 - Decreasing,Cross-Functional Move,Demotion,Yes,1,1,4,Sales,2 - Specialist,Functional,4 - Exceeds Expectations,36.574844,139.239418,APJ,3,1,1,3,0
17437,28036,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,2 - Partially Meets Expectations,APJ,Japan,36.574844,139.239418,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,36.574844,139.239418,APJ,3,1,1,2,0
17438,28037,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,5,1,1,3,0
17439,28038,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,1 - Increasing,Cross-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,5,1,1,2,0
17440,28039,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,Yes,0,Marketing,2 - Specialist,Functional,4 - Exceeds Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,52.865196,-7.97946,EMEA,5,1,1,3,2
17441,28040,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,1 - Increasing,Cross-Functional Move,Same Level,Yes,1,1,4,Marketing,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,1.290475,103.852036,APJ,1,4,2,2,0
17442,28041,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,1,1,3,0
17443,28042,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Sales,2 - Specialist,Functional,1 - Does Not Meet Expectations,EMEA,Russia,64.686314,97.745306,No,No,3 - Decreasing,Cross-Functional Move,Demotion,Yes,1,1,4,Service,3 - Senior,Functional,3 - Meets Expectations,64.686314,97.745306,EMEA,4,2,1,2,2
17444,28043,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,2 - Specialist,Functional,2 - Partially Meets Expectations,EMEA,Ireland,52.865196,-7.97946,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,52.865196,-7.97946,EMEA,5,1,1,3,2
17445,28044,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,22.351115,78.667743,APJ,2,1,1,4,0
17446,28045,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,1,1,3,0
17447,28046,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,F&A. HR. Administration,2 - Specialist,Functional,2 - Partially Meets Expectations,APJ,Japan,36.574844,139.239418,No,Yes,2 - Constant,Cross-Functional Move,Demotion,Yes,1,1,4,Sales,3 - Senior,Functional,2 - Partially Meets Expectations,36.574844,139.239418,APJ,3,2,1,1,0
17448,28047,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,1 - Associate,Functional,3 - Meets Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Cross-Functional Move,Demotion,Yes,1,1,4,Support,2 - Specialist,Functional,3 - Meets Expectations,52.865196,-7.97946,EMEA,5,1,1,2,2
17449,28048,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Sales,1 - Associate,Functional,3 - Meets Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Cross-Functional Move,Demotion,Yes,1,1,4,Support,2 - Specialist,Functional,3 - Meets Expectations,52.865196,-7.97946,EMEA,5,1,1,2,2
17450,28049,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,3,1,3,0
17451,28050,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Sales,3 - Senior,Functional,3 - Meets Expectations,EMEA,Turkey,38.959759000000005,34.924965,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Service,3 - Senior,Functional,3 - Meets Expectations,38.959759000000005,34.924965,EMEA,4,2,1,2,2
17452,28051,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Marketing,3 - Senior,Functional,3 - Meets Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,1 - Increasing,Cross-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,2 - Partially Meets Expectations,1.290475,103.852036,APJ,3,2,1,1,0
17453,28052,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Austria,47.200034,13.199959,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,47.200034,13.199959,EMEA,3,1,1,2,2
17454,28053,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,F&A. HR. Administration,2 - Specialist,Functional,3 - Meets Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,1.290475,103.852036,APJ,3,1,1,2,0
17455,28054,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
17456,28055,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,4,R&D,2 - Specialist,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,1,1,2,0
