,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,Previous Country,PrevCountryLat,PrevCountryLon,Previous Region,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk
2281,12450,20,No,Low,Low,No,Male,Generation Y,Non-Managerial,Minority,34,30000,Part-Time,Regular,Yes,,,,,,,,,3,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2282,12451,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,3,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,Americas,Argentina,-34.996496,-64.967282,Yes,No,0 - Not available,No change,No change,No
2283,12452,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,Marketing,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,External Hire,External Hire,No
2284,12453,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2285,12454,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,3,F&A. HR. Administration,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2286,12455,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2287,12456,20,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,External Hire,External Hire,No
2288,12458,46,No,Unallocated,Unallocated,No,Male,Generation X,Non-Managerial,Non-Minority,72,40000,Full-Time,Temporary,Yes,,,,,,,,,3,Support,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
2289,12459,20,No,Low,Low,No,Male,Generation Y,Non-Managerial,Minority,34,30000,Full-Time,Regular,Yes,,,,,,,,,3,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2290,12460,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,8,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2291,12461,20,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,,,,,,,,,3,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2292,12462,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,8,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,Yes,No,0 - Not available,External Hire,External Hire,No
2293,12463,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Regular,No,,,,,,,,,3,Marketing,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2294,12464,20,Yes,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2295,12465,20,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Regular,No,,,,,,,,,3,R&D,2 - Specialist,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2296,12466,20,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2297,12467,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,Yes,,,,,,,,,3,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2298,12468,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2299,12469,46,No,Medium,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,15,120000,Full-Time,Regular,No,,,,,,,,,3,Support,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
2300,12470,20,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,Yes,,,,,,,,,3,Service,3 - Senior,Functional,0 - No performance Measurement,Americas,Chile,-31.761336,-71.31877,No,No,0 - Not available,No change,No change,No
2301,12471,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Regular,No,,,,,,,,,3,Service,3 - Senior,Functional,3 - Meets Expectations,Americas,Chile,-31.761336,-71.31877,No,No,0 - Not available,No change,No change,No
2302,12473,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Regular,No,,,,,,,,,3,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2303,12474,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Mexico,19.432601000000002,-99.133342,No,No,0 - Not available,No change,No change,No
2304,12475,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Mexico,19.432601000000002,-99.133342,No,No,0 - Not available,No change,No change,No
2305,12476,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,3,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2306,12477,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Regular,No,,,,,,,,,3,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2307,12478,20,Yes,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2308,12479,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,8,40000,Full-Time,Regular,No,,,,,,,,,3,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2309,12480,46,Yes,Medium,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,180,85000,Full-Time,Regular,No,,,,,,,,,3,Support,3 - Senior,Functional,1 - Does Not Meet Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
2310,12481,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2311,12482,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,2 - Specialist,Functional,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
2312,12483,20,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,Yes,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2313,12485,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,Marketing,3 - Senior,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,External Hire,External Hire,No
2314,12486,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Regular,No,,,,,,,,,3,Marketing,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2315,12487,20,No,Unallocated,Unallocated,Yes,Male,Generation Y,Managerial,Non-Minority,2,50000,Full-Time,Regular,Yes,,,,,,,,,3,Marketing,2 - Specialist,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2316,12488,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,Brazil,-10.333333,-53.2,No,No,0 - Not available,No change,No change,No
2317,12489,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,Support,2 - Specialist,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,No,No,0 - Not available,External Hire,External Hire,No
2318,12490,20,No,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,No,No,0 - Not available,No change,No change,No
2319,12491,46,No,Low,Medium,No,Female,Generation X,Non-Managerial,Non-Minority,108,70000,Full-Time,Regular,No,,,,,,,,,3,Sales,3 - Senior,Functional,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,External Hire,External Hire,No
2320,12493,20,No,Low,Low,No,Male,Generation Y,Non-Managerial,Minority,34,30000,Full-Time,Regular,Yes,,,,,,,,,3,R&D,3 - Senior,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2321,12494,20,No,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,No,,,,,,,,,3,R&D,3 - Senior,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2322,12495,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,No,,,,,,,,,3,Sales,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2323,12496,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
2324,12497,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2325,12499,20,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,Yes,,,,,,,,,3,Support,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2326,12501,20,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Regular,Yes,,,,,,,,,3,Sales,2 - Specialist,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,Yes,No,0 - Not available,No change,No change,No
2327,12502,46,Yes,Medium,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,264,85000,Full-Time,Regular,No,,,,,,,,,3,Support,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2328,12503,20,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,Marketing,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2329,12504,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,50000,Full-Time,Regular,No,,,,,,,,,3,R&D,2 - Specialist,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,No,No,0 - Not available,No change,No change,No
2330,12505,20,Yes,High,High,Yes,Male,Generation Y,Managerial,Non-Minority,2,42000,Full-Time,Regular,No,,,,,,,,,3,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
2331,12507,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,Marketing,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2332,12508,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,50000,Full-Time,Regular,Yes,,,,,,,,,3,Marketing,2 - Specialist,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2333,12509,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,3,F&A. HR. Administration,3 - Senior,Functional,2 - Partially Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2334,12510,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2335,12513,46,No,Unallocated,Unallocated,No,Male,Generation X,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,3,Sales,6 - Executive,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2336,12514,20,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,,,,,,,,,3,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2337,12515,20,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2338,12516,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,3 - Senior,Functional,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
2339,12517,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,3 - Senior,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
2340,12518,20,Yes,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,Service,4 - Expert / Manager,Functional,1 - Does Not Meet Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
2341,12519,20,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,5 - Senior Expert / Senior Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2342,12520,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Regular,No,,,,,,,,,3,Marketing,2 - Specialist,Functional,2 - Partially Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2343,12521,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2344,12522,20,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2345,12523,20,No,Low,Low,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,Yes,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2346,12526,20,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2347,12527,20,No,Medium,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,65000,Full-Time,Regular,No,,,,,,,,,3,Marketing,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2348,12528,20,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,Sales,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2349,12529,20,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,Marketing,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
2350,12530,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Regular,No,,,,,,,,,3,Support,3 - Senior,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
2351,12531,20,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,,,,,,,,,3,R&D,2 - Specialist,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
2352,12532,20,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,3,R&D,3 - Senior,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
